index,model,segment,temporal_patch,mean,std
411,timemil_curves_scalars,17,4,0.005553949114616115,0.0011166886425186696
412,timemil_curves_scalars,17,5,0.004716507034931926,0.0005148546113542657
413,timemil_curves_scalars,17,6,0.004297711561676585,0.0004165332705961314
414,timemil_curves_scalars,17,7,0.004718114737374317,0.0006225976061019817
415,timemil_curves_scalars,17,8,0.004108840114429218,0.0005096429212800625
416,timemil_curves_scalars,17,9,0.004790177716513579,0.0005809956933780262
417,timemil_curves_scalars,17,10,0.004464396222752808,0.0006280418655179613
418,timemil_curves_scalars,17,11,0.004321499245374331,0.0007214574947948302
419,timemil_curves_scalars,17,12,0.004271875140491967,0.0007604267902259614
420,timemil_curves_scalars,18,1,0.0047074357808778895,0.000908277652168165
421,timemil_curves_scalars,18,2,0.00504972756656372,0.0009301923162679084
422,timemil_curves_scalars,18,3,0.004293059152472733,0.0006491921694929158
423,timemil_curves_scalars,18,4,0.005577670429841059,0.0009913057941702223
424,timemil_curves_scalars,18,5,0.004756043688589786,0.0005038784873336904
425,timemil_curves_scalars,18,6,0.004341303005016276,0.00044709775446006005
426,timemil_curves_scalars,18,7,0.004792708338105253,0.0006679399289572315
427,timemil_curves_scalars,18,8,0.004144067871149536,0.0005419141932084092
428,timemil_curves_scalars,18,9,0.004860287864825555,0.0006689834722792154
429,timemil_curves_scalars,18,10,0.004507685122236672,0.0006544714679439232
430,timemil_curves_scalars,18,11,0.004391684507982445,0.0007458472817917557
431,timemil_curves_scalars,18,12,0.004379880479576082,0.000856039751757136
