task,model,reference_model,n,delta_roc_auc,delta_roc_auc_ci_low,delta_roc_auc_ci_high,delta_average_precision,delta_average_precision_ci_low,delta_average_precision_ci_high,delta_brier_score,delta_brier_score_ci_low,delta_brier_score_ci_high
mid_first_rel10,noapex_fixed_qc__combined_trees,clinical_ridge,211,-0.06332982086406735,-0.13306650768145997,0.005879983392089933,-0.04557171718357328,-0.14332813255963398,0.058340529991867486,-0.00868192863983655,-0.03187038433917768,0.01427030212627698
mid_first_rel10,noapex_fixed_qc__gpu_curve_net,clinical_ridge,211,-0.08703898840885149,-0.16977510301453044,-0.001378832277783056,-0.09320272911928817,-0.21096730802096447,0.032499225851493556,0.006684456740920247,-0.013261581301903786,0.02611344189338648
mid_first_rel10,noapex_shape_qc__transmural_sparse,clinical_ridge,211,-0.030979978925184337,-0.08229147164844493,0.02105159246455108,-0.04340079125977553,-0.11570742060758608,0.02544666979999959,0.007216163368879203,-0.0062127482149051194,0.02029407597519846
mid_first_rel10,noapex_shape_qc__variability_sparse,clinical_ridge,211,0.005163329820863982,-0.04566291509756935,0.05128560145051604,-0.005171987121774246,-0.08618134349207573,0.0586586093071412,-5.4140616937009556e-05,-0.011744952958328052,0.01243122688487946
mid_first_rel10,noapex_shape_qc__combined_trees,clinical_ridge,211,-0.07660695468914647,-0.14161873089854554,-0.01575273420238623,-0.061988115969291324,-0.15974475091317045,0.029663855985728595,-0.005533276011758903,-0.026489036302375465,0.01631246255988788
mid_first_rel10,noapex_shape_qc__gpu_curve_net,clinical_ridge,211,-0.10131717597471035,-0.19276843307465252,-0.01569967265948514,-0.08959757935382628,-0.20728015621854592,0.02994253801146773,0.013575297217029741,-0.00693357000368043,0.036427614187079634
mid_first_rel12,original18__transmural_sparse,clinical_ridge,225,0.02663638240759869,-0.03554180965325279,0.09208373679577461,0.05773600750909108,-0.036715568862317124,0.1431188400959901,-0.012494689024323352,-0.029750563751075806,0.00442139792089901
mid_first_rel12,original18__variability_sparse,clinical_ridge,225,0.010324179227751529,-0.04296967837539611,0.06066708977951577,-0.00520669832898546,-0.070221811728899,0.05206695954994105,-0.006724089783220477,-0.020042881378860948,0.006663467841346905
mid_first_rel12,original18__combined_trees,clinical_ridge,225,0.02715259136898629,-0.042127862586072276,0.09888330140485327,0.023573268053549368,-0.06382737845737371,0.1047866566986334,-0.04514795129613672,-0.06717402549191837,-0.022571903263217553
mid_first_rel12,original18__gpu_curve_net,clinical_ridge,225,0.006917200082593666,-0.06732565394578889,0.08437697749214002,0.0032968861241275405,-0.08115440010295204,0.09662000118592384,-0.010458562936247029,-0.03138289095644295,0.00874692499815751
mid_first_rel12,noapex__transmural_sparse,clinical_ridge,225,-0.027359074953541063,-0.08858016176193162,0.03415120247214995,-0.004252237263659253,-0.09054706677834212,0.0667246941530452,0.000578965904610651,-0.014976081221806322,0.014192174925438946
mid_first_rel12,noapex__variability_sparse,clinical_ridge,225,-0.007846376213090922,-0.04805910940295355,0.03146334742876051,-0.01602094875723231,-0.06965116794596764,0.026466953938186516,0.0003069315070558798,-0.00985790407120606,0.010391108504870215
mid_first_rel12,noapex__combined_trees,clinical_ridge,225,-0.04047078257278536,-0.11439268619180612,0.03087098087098082,-0.0359561245225391,-0.11430383310247157,0.023922350331433136,-0.031364851013866074,-0.053658553324398575,-0.007253082085983711
mid_first_rel12,noapex__gpu_curve_net,clinical_ridge,225,-0.05285979764608695,-0.14725798414599586,0.03316340245775729,-0.037046409745453424,-0.14085270722124757,0.06898627328870209,0.0034948435785239484,-0.01788500185088931,0.024194149695884813
mid_first_rel12,noapex_fixed_qc__transmural_sparse,clinical_ridge,225,-0.05771216188313011,-0.11350344596772198,0.0018295587305862534,-0.03363969761777641,-0.10388845165921896,0.029643236086726144,0.007475033937001163,-0.005289796071316727,0.01938393826783488
mid_first_rel12,noapex_fixed_qc__variability_sparse,clinical_ridge,225,-0.010840388189138905,-0.05364232975411329,0.033340727352393455,-0.01559453282784884,-0.07239495923243959,0.03862503538727268,-0.0016189780107178087,-0.013051495881006871,0.009531559069761417
mid_first_rel12,noapex_fixed_qc__combined_trees,clinical_ridge,225,-0.051620896138756756,-0.12147399905546523,0.019644211983095797,-0.04067237351901842,-0.12147617026546116,0.021685982861165923,-0.029297862181601825,-0.051903811285465104,-0.005767042730834686
