model,item_type,item,base_auc,base_ap,auc_drop_mean,auc_drop_across_permutations_mean,auc_drop_permutation_low,auc_drop_permutation_high,ap_drop_mean,ap_drop_across_permutations_mean,ap_drop_permutation_low,ap_drop_permutation_high,auc_drop_boot_low,auc_drop_boot_high,ap_drop_boot_low,ap_drop_boot_high,feature,feature_family,description,used_fraction,auc_drop_screen,auc_drop_split_sd,auc_positive_split_fraction,ap_drop_screen,ap_drop_split_sd,ap_positive_split_fraction,native_importance_mean,selection_fraction,coefficient_median_when_selected,coefficient_sign_consistency,auc_rank_screen,ap_rank_screen,native_rank,rank_within_model
clinical_plus_transmural_sparse,feature,cur_tm_peak_ratio_std,0.6435590109059497,0.30856830190699036,0.0017276751970628501,0.0024295432458697843,-0.0028641615376309103,0.009415829823993136,-0.0015937742051602144,-0.0014886515226462994,-0.018116479121584345,0.0077277472741753275,-0.005968977922333931,0.009809249786871236,-0.02023357688455562,0.016670752108549573,cur_tm_peak_ratio_std,Endo–Mid,Current visit: Endo–Mid peak ratio std,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12757379286768097,0.6666666666666666,-0.17009920732647277,1.0,1.0,1.0,12.0,11.0
clinical_plus_transmural_sparse,feature,d_tm_ttp_gap_std,0.6435590109059497,0.30856830190699036,0.0015117157974300355,0.0029424468199978258,-0.007779937371774131,0.0172173631357305,0.0112759560345565,0.009850153559262711,-0.0019293388989792422,0.02625912124305039,-0.011818768310474433,0.01376898741577394,-0.01107274082761782,0.03761227533234471,d_tm_ttp_gap_std,Endo–Mid,Change since previous visit: Endo–Mid time-to-peak gap std,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2367565371875535,0.8666666666666667,0.267489518922271,1.0,1.0,1.0,6.0,12.0
clinical_plus_transmural_sparse,feature,days_since_first,0.6435590109059497,0.30856830190699036,0.0014037360976135727,0.00037792894935751814,-0.003544433646474476,0.004559442824748913,-0.003506119092350435,-0.004633244625874541,-0.010863949996602954,-0.00022080444310015933,-0.006388163269693861,0.009691815288830204,-0.020606694165146162,0.014306873666445676,days_since_first,clinical,Days since the baseline visit,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06590551500117312,0.3333333333333333,-0.23834194866854178,1.0,1.0,1.0,18.0,13.0
clinical_plus_transmural_sparse,feature,d_tm_mean_shape_gap_dct05,0.6435590109059497,0.30856830190699036,0.00021595939963281463,-0.00012597631645252147,-0.005107439801317351,0.004302991037684924,-0.004109967523733715,-0.0017020604231000093,-0.009014097793766482,0.009301357775075056,-0.010032617845117834,0.009256321203988681,-0.028546244899338494,0.013851509852327394,d_tm_mean_shape_gap_dct05,Endo–Mid,Change since previous visit: Endo–Mid mean shape gap DCT05,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0727401636616384,0.5333333333333333,0.11663937291704594,1.0,1.0,1.0,16.0,14.0
clinical_plus_transmural_sparse,feature,cur_tm_mean_shape_gap_dct05,0.6435590109059497,0.30856830190699036,-0.0004319187992658513,-0.00017096785804272355,-0.005304502753482365,0.0038656732534283196,-0.004395279817858588,-0.003257243110637756,-0.01041531713828236,0.0031920984543042604,-0.00818036711891457,0.007003556344091808,-0.019566671896585657,0.00661646857397471,cur_tm_mean_shape_gap_dct05,Endo–Mid,Current visit: Endo–Mid mean shape gap DCT05,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.063121690791498,0.4,-0.11759334405294508,1.0,1.0,1.0,20.0,15.0
clinical_plus_transmural_sparse,feature,has_previous_visit,0.6435590109059497,0.30856830190699036,-0.0008638375985314806,0.000260950941223026,-0.004626930137134283,0.003887269193391632,-0.0044727389135922335,-0.00274771990575573,-0.009252499090597503,0.005431266384578546,-0.00970007698487085,0.006321525259279712,-0.01726813009879666,0.006712014180452977,has_previous_visit,clinical,Whether a prior visit is available,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06396390030237971,0.5333333333333333,-0.09583934876657357,1.0,1.0,1.0,19.0,16.0
clinical_plus_transmural_sparse,feature,cur_tm_consensus_curve_correlation,0.6435590109059497,0.30856830190699036,-0.001187776697980869,-0.000926825756757732,-0.004313789007666541,0.00265630061548433,0.0027243301237473982,0.0028368924102597274,-0.004679313587619966,0.013605298346643308,-0.008916596941806918,0.005027374725288762,-0.006342347593252472,0.013249254190112612,cur_tm_consensus_curve_correlation,Endo–Mid,Current visit: Endo–Mid consensus curve correlation,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07643478629012693,0.6,0.12686015605907555,1.0,1.0,1.0,15.0,17.0
clinical_plus_transmural_sparse,feature,cur_tm_mean_gap_dct06,0.6435590109059497,0.30856830190699036,-0.0025915127955944417,-0.0013227513227513459,-0.009780261310873558,0.0039655544757585676,-0.0026670459891396936,0.003561929569024902,-0.007262154441576118,0.011719606916950395,-0.014012474795039124,0.008493860437256712,-0.04569651304548714,0.030350414200198635,cur_tm_mean_gap_dct06,Endo–Mid,Current visit: Endo–Mid mean gap DCT06,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1729701907812453,0.6666666666666666,0.21319971483038658,1.0,1.0,1.0,9.0,18.0
clinical_plus_transmural_sparse,feature,d_tm_sd_gap_dct06,0.6435590109059497,0.30856830190699036,-0.0025915127955944417,-0.0015117157974301003,-0.005790411402656295,0.00488338192419824,-0.0014153976432662585,0.0014844439619955453,-0.006530693415225518,0.011981515638105459,-0.01016813210568088,0.003999514878978561,-0.01956945228827406,0.01949691864598579,d_tm_sd_gap_dct06,Endo–Mid,Change since previous visit: Endo–Mid sd gap DCT06,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09776645922450315,0.4,-0.2678906168595078,1.0,1.0,1.0,14.0,18.0
clinical_plus_transmural_sparse,feature,days_since_previous,0.6435590109059497,0.30856830190699036,-0.012309685779073543,-0.012318684087391571,-0.023185941043083875,-0.005390886513335514,-0.013848606881964098,-0.022549000759059412,-0.04062490049855189,0.0030114352316517982,-0.04226009850095826,0.009988135295390627,-0.046481633716525514,0.014550466997538546,days_since_previous,clinical,Days since the previous visit,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10869332387966094,0.4,-0.24667004536888715,1.0,1.0,1.0,13.0,20.0
clinical_plus_variability_sparse,feature,first_mid_gls,0.6497138537954864,0.2875482547116992,0.030018356548968672,0.03976352445740195,0.023995788791707058,0.059842349638267976,0.010692554220714245,0.013303095654581354,-0.0008553242415874516,0.02848891213483269,-0.022785667272679166,0.08946504869900423,-0.047974718340904596,0.06582094015396919,first_mid_gls,clinical,Baseline Mid-GLS magnitude,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9102260890513314,0.9333333333333333,0.9497305876017692,1.0,1.0,1.0,1.0,1.0
clinical_plus_variability_sparse,feature,cur_var__mid_peak_abs_robust_sd,0.6497138537954864,0.2875482547116992,0.010366051182377656,0.01230068747075543,-0.00974516790843331,0.037387971061440435,-0.0008049243936628647,-0.00492517444942471,-0.02528089948655072,0.012492100673423802,-0.014271085748015328,0.03623322089603874,-0.03574861305373503,0.026432676056888434,cur_var__mid_peak_abs_robust_sd,variability,"Current visit, Mid: robust dispersion of peak amplitude",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5089134526346392,1.0,-0.5072016411133803,1.0,1.0,1.0,3.0,2.0
clinical_plus_variability_sparse,feature,first_endo_gls,0.6497138537954864,0.2875482547116992,0.010150091782744841,0.010923946298095918,0.0012498650253751325,0.019425547996976558,0.005261542444728595,0.002261048934329222,-0.017474585901254287,0.011605454102380076,-0.0020991233031674187,0.02455927042380164,-0.0124772815332945,0.018228954156284453,first_endo_gls,clinical,Baseline Endo-GLS magnitude,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07725048850796211,0.06666666666666667,1.1587573276194316,1.0,1.0,1.0,9.0,3.0
clinical_plus_variability_sparse,feature,cur_var__endo_vendor_peak_systolic_abs_robust_sd,0.6497138537954864,0.2875482547116992,0.007342619587517474,0.014784220566533465,-0.006940395205701399,0.032369614512471605,0.015015176871578662,0.017858397026725203,-0.0044513623622789945,0.031427930701043494,-0.029004109416519607,0.04121435792500085,-0.018060128474478854,0.05618235024979823,cur_var__endo_vendor_peak_systolic_abs_robust_sd,variability,"Current visit, Endo: vendor peak-systolic amplitude dispersion",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5635627990244763,0.9333333333333333,-0.5952081577754675,1.0,1.0,1.0,2.0,4.0
clinical_plus_variability_sparse,feature,mid_decline_slope_per_100d,0.6497138537954864,0.2875482547116992,0.004427167692473755,0.003995248893208024,-0.00479429867184972,0.015368210776373974,0.003034668625525705,0.00016194912454156607,-0.010207507295994839,0.011640496831103733,-0.027015854144456782,0.030750965858618765,-0.03824737896404632,0.032551385814283795,mid_decline_slope_per_100d,clinical,Mid-GLS decline slope per 100 days,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.261766223345062,0.7333333333333333,0.3528729998536475,1.0,1.0,1.0,4.0,5.0
clinical_plus_variability_sparse,feature,cur_var__mid_shape_pairwise_rmse,0.6497138537954864,0.2875482547116992,0.0025915127955943307,0.0027264874203649183,-0.002156894503833351,0.00961559226865339,0.0017378314511890536,0.0005707718994121767,-0.006111803501882532,0.006321466549299759,-0.002879088916220132,0.008998213493739497,-0.0033885123779120213,0.0070823094912577465,cur_var__mid_shape_pairwise_rmse,variability,"Current visit, Mid: pairwise normalized-shape RMSE",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05786700553519316,0.26666666666666666,-0.19514883206063488,1.0,1.0,1.0,12.0,6.0
clinical_plus_variability_sparse,feature,last_endo_relative_change,0.6497138537954864,0.2875482547116992,0.0014037360976135727,0.0011157902314364403,-0.0015495086923658584,0.0052451139185832295,0.002335599352696449,0.001999962905446471,-0.0008853252698635003,0.005882434281272594,-0.0020909811088382995,0.006564828894623892,-0.001654397147358437,0.0089140192979848,last_endo_relative_change,clinical,Most recent relative Endo-GLS change,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03278268300368342,0.13333333333333333,0.24587012252762566,1.0,1.0,1.0,15.0,7.0
clinical_plus_variability_sparse,feature,cur_var__endo_curve_integrated_robust_mad,0.6497138537954864,0.2875482547116992,0.0007558578987150177,0.0005309001907640998,-0.001490119857466754,0.002119101608897528,-0.0002103034736864462,-0.0004125103900948085,-0.002647403195116557,0.001143365368604482,-0.00318775969529079,0.0042919435215947365,-0.005171363745046419,0.0030800023266896715,cur_var__endo_curve_integrated_robust_mad,variability,"Current visit, Endo: integrated robust curve dispersion",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.029977231187353952,0.26666666666666666,-0.08582238592090143,1.0,1.0,1.0,18.0,8.0
clinical_plus_variability_sparse,feature,last_endo_mid_gap_change,0.6497138537954864,0.2875482547116992,0.00021595939963281463,0.0008458409818953202,-0.002038116834035303,0.003101716877227037,0.000973539077354757,0.0017041073734675727,-0.00015521079929276812,0.0033079439482573744,-0.002517961792455733,0.004388368012720477,-0.001541768440927599,0.00548204830548504,last_endo_mid_gap_change,clinical,Change in the Endo–Mid GLS gap,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.026701733405757617,0.2,-0.1086175136325654,1.0,1.0,1.0,20.0,9.0
clinical_plus_variability_sparse,feature,days_since_first,0.6497138537954864,0.2875482547116992,0.0001079796998163518,-0.0007738545153511966,-0.004200410322859405,0.0048617859842348165,-0.0025571133670804214,-0.002889086952522227,-0.005761477474453552,0.0018076690653402302,-0.015806149587494517,0.012500537596732121,-0.02281886635767726,0.014005892250736916,days_since_first,clinical,Days since the baseline visit,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12046491296714104,0.5333333333333333,-0.18043538494317735,1.0,1.0,1.0,6.0,10.0
clinical_plus_variability_sparse,feature,cur_var__mid_post_systolic_fraction,0.6497138537954864,0.2875482547116992,-0.00010797969981646283,0.00046791203253785757,-0.0019436345966958562,0.003196199114566422,-0.0005363124883885351,-0.00017265825196727258,-0.0022446483795926188,0.001839668058907265,-0.003525576793005919,0.0038002405773857424,-0.00345486923583298,0.0028201103609577878,cur_var__mid_post_systolic_fraction,variability,"Current visit, Mid: fraction of post-systolic segments",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03133473017043378,0.26666666666666666,0.08712326086485425,1.0,1.0,1.0,17.0,11.0
clinical_plus_variability_sparse,feature,current_mid_decline_from_first,0.6497138537954864,0.2875482547116992,-0.0008638375985314806,0.0007198646654428357,-0.0036011229888781777,0.0069268977432242135,-0.005243973529985069,-0.0037844558271091927,-0.008063216733754168,0.00404113115293549,-0.006754027481639416,0.005257409134167124,-0.022737888947184082,0.004354470561782595,current_mid_decline_from_first,clinical,Current relative Mid-GLS decline from baseline,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06790679594212054,0.26666666666666666,0.2398513151462489,1.0,1.0,1.0,11.0,12.0
clinical_plus_variability_sparse,feature,has_previous_visit,0.6497138537954864,0.2875482547116992,-0.001187776697980869,-0.0007198646654429375,-0.003166504697117006,0.0018059604794297857,-0.000980200856461666,-8.059021573010583e-05,-0.0022222728942202343,0.0019830668941119897,-0.005168138881720258,0.002261625712985175,-0.005316244273159923,0.003183832920823742,has_previous_visit,clinical,Whether a prior visit is available,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.028435940371722708,0.26666666666666666,-0.11387812488628041,1.0,1.0,1.0,19.0,13.0
clinical_plus_variability_sparse,feature,endo_decline_slope_per_100d,0.6497138537954864,0.2875482547116992,-0.0017276751970630722,-0.0018176582802433745,-0.01034985422740529,0.003892668178382385,0.004655490558703512,0.004176191789847859,-0.0022288764065967036,0.007876692012636877,-0.0107588003439264,0.006480105230751637,-0.004562748321815031,0.02051442354895671,endo_decline_slope_per_100d,clinical,Endo-GLS decline slope per 100 days,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07716264684430826,0.2,0.5348529333269051,1.0,1.0,1.0,10.0,14.0
clinical_plus_variability_sparse,feature,d_var__endo_spatial_timing_graph_roughness,0.6497138537954864,0.2875482547116992,-0.0020516142965123496,-0.0016916819637908715,-0.006249325126876162,0.003395961559226787,0.0007175461551028328,-0.0005287878220324264,-0.006298288159642762,0.004724151039515376,-0.008803121620140639,0.0054991709479740485,-0.0059566097736551095,0.010024341677713586,d_var__endo_spatial_timing_graph_roughness,variability,"Change since previous visit, Endo: spatial roughness of timing",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08341656599048546,0.4,-0.21820577264214208,1.0,1.0,1.0,8.0,15.0
clinical_plus_variability_sparse,feature,d_var__mid_post_systolic_fraction,0.6497138537954864,0.2875482547116992,-0.002483533095777979,-0.0025915127955944695,-0.007132059172875604,0.0006073858114674423,-0.0006742033419537274,-0.0005402463142064329,-0.0042755855972942975,0.002188056221177352,-0.004745586304588168,0.00043255955337168393,-0.003996246208912356,0.00269799566263857,d_var__mid_post_systolic_fraction,variability,"Change since previous visit, Mid: fraction of post-systolic segments",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03148967250811794,0.13333333333333333,0.23617254381088457,1.0,1.0,1.0,16.0,16.0
clinical_plus_variability_sparse,feature,cur_var__mid_spatial_timing_graph_roughness,0.6497138537954864,0.2875482547116992,-0.0025915127955944417,-0.002024619371558197,-0.006154842889536827,0.0019598315516681447,-0.0033697722861637525,-0.0025041185044299926,-0.007308987576216432,0.0013076719462996181,-0.0073624483121865255,0.002032196969696854,-0.013918271417859278,0.002988688766839582,cur_var__mid_spatial_timing_graph_roughness,variability,"Current visit, Mid: spatial roughness of timing",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05771551584538949,0.2,-0.2224529501402283,1.0,1.0,1.0,13.0,17.0
clinical_plus_variability_sparse,feature,ef_decline_slope_per_100d,0.6497138537954864,0.2875482547116992,-0.0025915127955945527,-0.0020966058381025054,-0.0071455566353526515,0.0011553827880357993,-0.003225628354660004,-0.0014382250073907883,-0.0070133389516632465,0.0017289859396158345,-0.007807801055331153,0.0026549318421266567,-0.019201140561680742,0.005064827115843416,ef_decline_slope_per_100d,clinical,EF decline slope per 100 days,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.047793198228012874,0.5333333333333333,0.09317661217738211,1.0,1.0,1.0,14.0,18.0
clinical_plus_variability_sparse,feature,cur_var__mid_shape_dispersion_rms,0.6497138537954864,0.2875482547116992,-0.005398984990821809,-0.002870460353453582,-0.00905949681459885,0.008071482561278449,-0.0038906927448809636,-0.0024185314605823655,-0.0073755177333499605,0.010248255402088737,-0.016765555800576957,0.004266181761078021,-0.016812987724573958,0.004382229143536652,cur_var__mid_shape_dispersion_rms,variability,"Current visit, Mid: RMS dispersion of normalized curve shape",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15367388177928815,0.9333333333333333,-0.13295058950577807,1.0,1.0,1.0,5.0,19.0
clinical_plus_variability_sparse,feature,days_since_previous,0.6497138537954864,0.2875482547116992,-0.012525645178706468,-0.012273692545801435,-0.019471439369398564,-0.007539682539682599,-0.0002297053329471943,-0.0014474010831707813,-0.010357688518674175,0.00685750027526939,-0.042799107770843905,0.011715557020435061,-0.025324042253851313,0.033541157719172696,days_since_previous,clinical,Days since the previous visit,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10852240864585969,0.3333333333333333,-0.3786008261344412,1.0,1.0,1.0,7.0,20.0
clinical_ridge,feature,first_endo_gls,0.6309253860274269,0.28946554159244087,0.01846452866861037,0.019256379800597485,0.004810495626822222,0.02897365295324474,0.0156608195086001,0.014470630719402952,0.0005018793407706918,0.025380800747127622,0.0034175171389593893,0.03532996764445149,-0.00657587236881959,0.050933070263553065,first_endo_gls,clinical,Baseline Endo-GLS magnitude,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37578134054369805,1.0,0.40447851965898574,1.0,1.0,1.0,3.0,1.0
clinical_ridge,feature,first_mid_gls,0.6309253860274269,0.28946554159244087,0.015225137674117262,0.017357736745491847,0.0058039088651333694,0.035452434942230895,0.009745894728874993,0.009469723660320414,-0.007166785035041041,0.02714812782839903,-0.002679321206388487,0.033280015629440274,-0.01888856460458597,0.048351792198427536,first_mid_gls,clinical,Baseline Mid-GLS magnitude,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43945944099502865,1.0,0.45116395860062897,1.0,1.0,1.0,1.0,2.0
clinical_ridge,feature,current_mid_decline_from_first,0.6309253860274269,0.28946554159244087,0.012849584278155746,0.013524457402008453,0.003393262066731495,0.024281934996220812,-0.007197309848028688,-0.0026968145179761447,-0.01534996574514135,0.007732884124089859,-0.006869873547505209,0.031017904425671452,-0.044131970352298815,0.020019155804603398,current_mid_decline_from_first,clinical,Current relative Mid-GLS decline from baseline,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39985975303896965,1.0,0.39963985660690277,1.0,1.0,1.0,2.0,3.0
clinical_ridge,feature,current_endo_decline_from_first,0.6309253860274269,0.28946554159244087,0.007018680488068196,0.007441600979015944,-7.828528236693554e-05,0.013505560954540677,-0.004742400124399082,-0.0025495323794769522,-0.01368521901990619,0.008538182876762692,-0.0071429130162703105,0.019075137323876546,-0.032031336986972234,0.015237424820904226,current_endo_decline_from_first,clinical,Current relative Endo-GLS decline from baseline,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2962333416709971,1.0,0.3164571193218968,1.0,1.0,1.0,5.0,4.0
clinical_ridge,feature,last_ef_relative_change,0.6309253860274269,0.28946554159244087,0.006370802289169641,0.007540582370514369,-0.000491307634164767,0.015430299103768542,0.007970205816427545,0.00513383239012002,-0.013403525563742434,0.017284151158021777,-0.005928297879187698,0.02298948834853086,-0.004480251313133691,0.027614047489244307,last_ef_relative_change,clinical,Most recent relative EF change,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16763246889869746,1.0,0.16663860437755254,1.0,1.0,1.0,12.0,5.0
clinical_ridge,feature,has_previous_visit,0.6309253860274269,0.28946554159244087,0.005398984990821809,0.00632581074757944,0.001630493467228114,0.01063060144692802,0.012699702461260953,0.011514078574776784,0.0038896103973203367,0.020317841198077606,-0.008012641674158683,0.019771171732358338,-0.0038175805868116354,0.048770623713017394,has_previous_visit,clinical,Whether a prior visit is available,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16446740112358973,1.0,-0.13934652381177645,1.0,1.0,1.0,13.0,6.0
clinical_ridge,feature,mid_decline_slope_per_100d,0.6309253860274269,0.28946554159244087,0.0037792894935751997,0.004706115250332941,-0.001913940179246279,0.012333981211532207,-0.00606763758909501,-0.0037996714315359317,-0.017522421464488312,0.00695553773728814,-0.015477538885874314,0.02143317972350234,-0.042730541569885726,0.0202287121202593,mid_decline_slope_per_100d,clinical,Mid-GLS decline slope per 100 days,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21665829585234633,1.0,0.23416552189697298,1.0,1.0,1.0,8.0,7.0
clinical_ridge,feature,current_mid_decline_from_roll2,0.6309253860274269,0.28946554159244087,0.003563330093942274,0.004058237051434321,0.0009448223733937362,0.008546593240470742,-0.008020049017883335,-0.004996320548440449,-0.01082838581678188,0.002086797705251079,-0.005924351904176284,0.013879462345449761,-0.0358738187087649,0.009024748478879158,current_mid_decline_from_roll2,clinical,Current Mid-GLS decline from prior-2-visit mean,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15646833500954999,1.0,0.16233984219644235,1.0,1.0,1.0,14.0,8.0
