split,transition_index,segment,attention_weight
0,267,6,0.03908826783299446
0,267,7,0.05504176765680313
0,267,8,0.0786130428314209
0,267,9,0.05719247832894325
0,267,10,0.04100668057799339
0,267,11,0.04077644273638725
0,267,12,0.04441937804222107
0,267,13,0.06550750136375427
0,267,14,0.04475683718919754
0,267,15,0.07203379273414612
0,267,16,0.09807465970516205
0,267,17,0.044634073972702026
0,267,18,0.041862066835165024
0,277,1,0.053568337112665176
0,277,2,0.05243613198399544
0,277,3,0.03470050171017647
0,277,4,0.046771641820669174
0,277,5,0.07598740607500076
0,277,6,0.038384173065423965
0,277,7,0.04358798265457153
0,277,8,0.077410489320755
0,277,9,0.06333503872156143
0,277,10,0.04425007849931717
0,277,11,0.04605494812130928
0,277,12,0.047409702092409134
0,277,13,0.07677058130502701
0,277,14,0.04698336869478226
0,277,15,0.06423825025558472
0,277,16,0.0963389053940773
0,277,17,0.04869718849658966
0,277,18,0.043075237423181534
0,278,1,0.04513845220208168
0,278,2,0.05007361248135567
0,278,3,0.030823111534118652
0,278,4,0.04311612620949745
0,278,5,0.06795135885477066
0,278,6,0.04223189502954483
0,278,7,0.061358965933322906
0,278,8,0.06594116240739822
0,278,9,0.07304368913173676
0,278,10,0.04222029447555542
0,278,11,0.04643505811691284
0,278,12,0.03583845868706703
0,278,13,0.07103876024484634
0,278,14,0.044888440519571304
0,278,15,0.0804188922047615
0,278,16,0.1029578223824501
0,278,17,0.04682782664895058
0,278,18,0.049696069210767746
0,279,1,0.04089326411485672
0,279,2,0.05114159733057022
0,279,3,0.033972132951021194
0,279,4,0.051820289343595505
0,279,5,0.0717523917555809
0,279,6,0.04511026665568352
0,279,7,0.04522053524851799
0,279,8,0.08912305533885956
0,279,9,0.05877745524048805
0,279,10,0.0406804196536541
0,279,11,0.053269803524017334
0,279,12,0.03742170333862305
0,279,13,0.0887322649359703
0,279,14,0.041725270450115204
0,279,15,0.06937522441148758
0,279,16,0.09096964448690414
0,279,17,0.044489577412605286
0,279,18,0.04552515968680382
1,3,1,0.07583025842905045
1,3,2,0.055843815207481384
1,3,3,0.06074937433004379
1,3,4,0.05528593063354492
1,3,5,0.052912209182977676
1,3,6,0.061719220131635666
1,3,7,0.04773222655057907
1,3,8,0.0612146221101284
1,3,9,0.06578201800584793
1,3,10,0.060085613280534744
1,3,11,0.05448530986905098
1,3,12,0.050792086869478226
1,3,13,0.04503776505589485
1,3,14,0.043844349682331085
1,3,15,0.04925943538546562
1,3,16,0.05719952657818794
1,3,17,0.046923425048589706
1,3,18,0.055302802473306656
1,4,1,0.07877059280872345
1,4,2,0.05506966635584831
1,4,3,0.0629049688577652
1,4,4,0.05568481236696243
1,4,5,0.05201336368918419
1,4,6,0.06241543963551521
1,4,7,0.0457841120660305
1,4,8,0.06098819896578789
1,4,9,0.06516376882791519
