ensemble,importance_scope,component,item,display_item,auc_drop,ap_drop,rank_auc,rank_ap,auc_ci_low,auc_ci_high,ap_ci_low,ap_ci_high
CNN + MOMENT + RDST,one_component,current_cnn,curve_all,cnn::curve_all,0.0003239390994493885,0.002661260547709543,67,41,,,,
CNN + MOMENT + RDST,one_component,current_cnn,scalar_all,cnn::scalar_all,0.013173523377605023,0.01893597875784686,6,7,-0.0012393961700200402,0.028032754010695115,0.0029375886831977034,0.03974092653740518
CNN + MOMENT + RDST,one_component,current_cnn,curve_channel::current_endo,cnn::curve_channel::current_endo,0.0,0.0010988503281831874,116,104,,,,
CNN + MOMENT + RDST,one_component,current_cnn,curve_channel::current_mid,cnn::curve_channel::current_mid,0.00021595939963292565,0.0011004050562657408,78,103,,,,
CNN + MOMENT + RDST,one_component,current_cnn,curve_channel::current_endo_minus_mid,cnn::curve_channel::current_endo_minus_mid,0.00021595939963292565,0.00019529844631527293,78,174,,,,
CNN + MOMENT + RDST,one_component,current_cnn,curve_channel::change_endo,cnn::curve_channel::change_endo,-0.00010797969981646283,0.002110038408888737,154,60,,,,
CNN + MOMENT + RDST,one_component,current_cnn,curve_channel::change_mid,cnn::curve_channel::change_mid,0.0,0.002390897242855017,116,50,,,,
CNN + MOMENT + RDST,one_component,current_cnn,curve_channel::change_endo_minus_mid,cnn::curve_channel::change_endo_minus_mid,-0.00010797969981646283,-3.811048228813396e-05,154,204,,,,
CNN + MOMENT + RDST,one_component,current_cnn,segment::01,cnn::segment::01,-0.0005398984990822031,-0.0008235906295114281,294,329,,,,
CNN + MOMENT + RDST,one_component,current_cnn,segment::02,cnn::segment::02,-0.0005398984990820921,-0.0007166572117613956,271,306,,,,
CNN + MOMENT + RDST,one_component,current_cnn,segment::03,cnn::segment::03,-0.00032393909944927746,-0.0006489433004288614,216,293,,,,
CNN + MOMENT + RDST,one_component,current_cnn,segment::04,cnn::segment::04,-0.0008638375985314806,-0.00115869418559994,336,356,,,,
CNN + MOMENT + RDST,one_component,current_cnn,segment::05,cnn::segment::05,-0.00043191879926562926,-0.0006122457708269691,242,283,,,,
CNN + MOMENT + RDST,one_component,current_cnn,segment::06,cnn::segment::06,-0.0004319187992657403,-0.0009821724512454333,258,346,,,,
CNN + MOMENT + RDST,one_component,current_cnn,segment::07,cnn::segment::07,-0.00043191879926562926,-0.0007987808151778686,242,325,,,,
CNN + MOMENT + RDST,one_component,current_cnn,segment::08,cnn::segment::08,-0.00010797969981646283,-0.00018637487998496294,154,229,,,,
CNN + MOMENT + RDST,one_component,current_cnn,segment::09,cnn::segment::09,-0.00021595939963281463,-0.00021766366543973792,170,234,,,,
CNN + MOMENT + RDST,one_component,current_cnn,segment::10,cnn::segment::10,-0.0007558578987150177,-0.0011154328193084262,319,353,,,,
CNN + MOMENT + RDST,one_component,current_cnn,segment::11,cnn::segment::11,-0.00032393909944916643,-0.0008212152823113272,210,328,,,,
CNN + MOMENT + RDST,one_component,current_cnn,segment::12,cnn::segment::12,-0.0006478781988985549,-0.0010211216231421072,299,347,,,,
CNN + MOMENT + RDST,one_component,current_cnn,segment::13,cnn::segment::13,-0.0001079796998163518,-0.00021842272871364088,140,235,,,,
CNN + MOMENT + RDST,one_component,current_cnn,segment::14,cnn::segment::14,-0.0005398984990822031,-0.0008976581920658866,294,336,,,,
CNN + MOMENT + RDST,one_component,current_cnn,segment::15,cnn::segment::15,-0.0010797969981644062,-0.001264303454792448,364,357,,,,
CNN + MOMENT + RDST,one_component,current_cnn,segment::16,cnn::segment::16,-0.00021595939963281463,0.001077399487257158,170,108,,,,
CNN + MOMENT + RDST,one_component,current_cnn,segment::17,cnn::segment::17,-0.0005398984990820921,-0.0009622841003562033,271,345,,,,
CNN + MOMENT + RDST,one_component,current_cnn,segment::18,cnn::segment::18,-0.0006478781988985549,-0.0012890542836135332,299,358,,,,
CNN + MOMENT + RDST,one_component,current_cnn,time_window::01-08,cnn::time_window::01-08,0.0,0.0,116,199,,,,
CNN + MOMENT + RDST,one_component,current_cnn,time_window::09-16,cnn::time_window::09-16,-0.00032393909944927746,-0.00012683063943258466,216,223,,,,
CNN + MOMENT + RDST,one_component,current_cnn,time_window::17-24,cnn::time_window::17-24,0.00021595939963292565,0.0002767243968701538,78,165,,,,
CNN + MOMENT + RDST,one_component,current_cnn,time_window::25-32,cnn::time_window::25-32,0.00021595939963292565,0.0002672548724245716,78,167,,,,
CNN + MOMENT + RDST,one_component,current_cnn,time_window::33-40,cnn::time_window::33-40,0.0003239390994493885,0.001102408567255464,67,102,,,,
CNN + MOMENT + RDST,one_component,current_cnn,time_window::41-48,cnn::time_window::41-48,0.0003239390994493885,0.0011396634300438468,67,101,,,,
CNN + MOMENT + RDST,one_component,current_cnn,time_window::49-56,cnn::time_window::49-56,0.00010797969981646283,0.0006219077877420154,98,131,,,,
CNN + MOMENT + RDST,one_component,current_cnn,time_window::57-64,cnn::time_window::57-64,-0.00021595939963292565,0.0004777545462102961,197,145,,,,
CNN + MOMENT + RDST,one_component,current_cnn,time_window::65-72,cnn::time_window::65-72,0.0,0.0008931031580916016,116,115,,,,
CNN + MOMENT + RDST,one_component,current_cnn,time_window::73-80,cnn::time_window::73-80,-0.00032393909944927746,-0.0006285219611790183,216,289,,,,
CNN + MOMENT + RDST,one_component,current_cnn,time_window::81-88,cnn::time_window::81-88,-0.0001079796998163518,-8.702531727966534e-06,140,201,,,,
CNN + MOMENT + RDST,one_component,current_cnn,time_window::89-96,cnn::time_window::89-96,0.0,2.940795056016743e-05,116,191,,,,
CNN + MOMENT + RDST,one_component,current_cnn,scalar::history_visits,cnn::scalar::history_visits,-0.0007558578987150177,-0.0006385626862829286,319,291,,,,
CNN + MOMENT + RDST,one_component,current_cnn,scalar::days_since_first,cnn::scalar::days_since_first,0.00021595939963292565,0.00028766721816647634,78,164,,,,
CNN + MOMENT + RDST,one_component,current_cnn,scalar::days_since_previous,cnn::scalar::days_since_previous,-0.0008638375985313695,-0.000608370502732658,333,281,,,,
CNN + MOMENT + RDST,one_component,current_cnn,scalar::has_previous_visit,cnn::scalar::has_previous_visit,-0.00010797969981646283,0.00012691623774968575,154,181,,,,
CNN + MOMENT + RDST,one_component,current_cnn,scalar::current_mid_gls,cnn::scalar::current_mid_gls,0.0004319187992657403,0.001857666729375651,63,72,,,,
CNN + MOMENT + RDST,one_component,current_cnn,scalar::current_endo_gls,cnn::scalar::current_endo_gls,-0.00032393909944916643,0.0010987151041625953,210,105,,,,
CNN + MOMENT + RDST,one_component,current_cnn,scalar::current_ef,cnn::scalar::current_ef,0.0006478781988986659,0.001532973877994226,51,85,,,,
CNN + MOMENT + RDST,one_component,current_cnn,scalar::first_mid_gls,cnn::scalar::first_mid_gls,-0.00010797969981646283,-0.0004409190715951028,154,264,,,,
CNN + MOMENT + RDST,one_component,current_cnn,scalar::first_endo_gls,cnn::scalar::first_endo_gls,-0.0001079796998163518,0.0008184295764885885,140,119,,,,
CNN + MOMENT + RDST,one_component,current_cnn,scalar::first_ef,cnn::scalar::first_ef,-0.00021595939963281463,-0.0001546125554429123,170,226,,,,
CNN + MOMENT + RDST,one_component,current_cnn,scalar::current_mid_decline_from_first,cnn::scalar::current_mid_decline_from_first,-0.00021595939963281463,-0.0006154346273482547,170,286,,,,
CNN + MOMENT + RDST,one_component,current_cnn,scalar::current_endo_decline_from_first,cnn::scalar::current_endo_decline_from_first,-0.0006478781988985549,0.0004922884463075539,299,141,,,,
CNN + MOMENT + RDST,one_component,current_cnn,scalar::current_ef_decline_from_first,cnn::scalar::current_ef_decline_from_first,0.0,0.0025842572587913004,116,43,,,,
CNN + MOMENT + RDST,one_component,current_cnn,scalar::last_mid_relative_change,cnn::scalar::last_mid_relative_change,0.00032393909944927746,-0.00933459379141921,73,421,,,,
CNN + MOMENT + RDST,one_component,current_cnn,scalar::last_endo_relative_change,cnn::scalar::last_endo_relative_change,0.0005398984990820921,0.0009516596803834654,61,111,,,,
CNN + MOMENT + RDST,one_component,current_cnn,scalar::last_ef_relative_change,cnn::scalar::last_ef_relative_change,-0.0003239390994493885,-6.767336532109702e-05,240,211,,,,
CNN + MOMENT + RDST,one_component,current_cnn,scalar::mid_decline_slope_per_100d,cnn::scalar::mid_decline_slope_per_100d,0.0005398984990822031,0.002560246815946521,58,44,,,,
CNN + MOMENT + RDST,one_component,current_cnn,scalar::endo_decline_slope_per_100d,cnn::scalar::endo_decline_slope_per_100d,0.0006478781988986659,0.0016322189269045162,51,81,,,,
CNN + MOMENT + RDST,one_component,current_cnn,scalar::ef_decline_slope_per_100d,cnn::scalar::ef_decline_slope_per_100d,-0.0006478781988985549,-0.009303827672401566,299,420,,,,
CNN + MOMENT + RDST,one_component,current_cnn,scalar::current_endo_mid_gap,cnn::scalar::current_endo_mid_gap,-0.00021595939963281463,-0.0004969086700212233,170,270,,,,
CNN + MOMENT + RDST,one_component,current_cnn,scalar::last_endo_mid_gap_change,cnn::scalar::last_endo_mid_gap_change,0.0006478781988985549,0.0016068153236741267,57,82,,,,
CNN + MOMENT + RDST,one_component,current_cnn,scalar::current_mid_decline_from_roll2,cnn::scalar::current_mid_decline_from_roll2,0.0006478781988986659,0.0008894232456677642,51,116,,,,
CNN + MOMENT + RDST,one_component,current_cnn,scalar::current_endo_decline_from_roll2,cnn::scalar::current_endo_decline_from_roll2,0.00010797969981646283,0.002453749673134553,98,47,,,,
CNN + MOMENT + RDST,one_component,current_cnn,scalar::current_ef_decline_from_roll2,cnn::scalar::current_ef_decline_from_roll2,0.0,0.0005161528125535164,116,138,,,,
CNN + MOMENT + RDST,one_component,current_cnn,scalar::cur_var__endo_peak_abs_robust_sd,cnn::scalar::cur_var__endo_peak_abs_robust_sd,-0.00032393909944927746,0.0019686465000820497,216,67,,,,
CNN + MOMENT + RDST,one_component,current_cnn,scalar::d_var__endo_peak_abs_robust_sd,cnn::scalar::d_var__endo_peak_abs_robust_sd,-0.00021595939963292565,-9.366156563911376e-05,197,217,,,,
CNN + MOMENT + RDST,one_component,current_cnn,scalar::cur_var__endo_peak_abs_cv,cnn::scalar::cur_var__endo_peak_abs_cv,-0.00032393909944927746,-0.00017641614795277372,216,228,,,,
CNN + MOMENT + RDST,one_component,current_cnn,scalar::d_var__endo_peak_abs_cv,cnn::scalar::d_var__endo_peak_abs_cv,-0.0009718172983478324,-0.0009081469330508019,346,337,,,,
CNN + MOMENT + RDST,one_component,current_cnn,scalar::cur_var__endo_time_to_peak_norm_circular_std,cnn::scalar::cur_var__endo_time_to_peak_norm_circular_std,-0.0006478781988985549,0.0016581376003222403,299,79,,,,
CNN + MOMENT + RDST,one_component,current_cnn,scalar::d_var__endo_time_to_peak_norm_circular_std,cnn::scalar::d_var__endo_time_to_peak_norm_circular_std,0.00021595939963292565,-0.0004321102161043977,78,262,,,,
CNN + MOMENT + RDST,one_component,current_cnn,scalar::cur_var__endo_vendor_peak_systolic_abs_robust_sd,cnn::scalar::cur_var__endo_vendor_peak_systolic_abs_robust_sd,0.0010797969981644062,0.002814188183875077,38,39,,,,
CNN + MOMENT + RDST,one_component,current_cnn,scalar::d_var__endo_vendor_peak_systolic_abs_robust_sd,cnn::scalar::d_var__endo_vendor_peak_systolic_abs_robust_sd,-0.0006478781988986659,-0.010731802178343408,318,428,,,,
CNN + MOMENT + RDST,one_component,current_cnn,scalar::cur_var__endo_vendor_time_to_peak_norm_circular_std,cnn::scalar::cur_var__endo_vendor_time_to_peak_norm_circular_std,-0.00032393909944927746,-0.0001114755825731839,216,218,,,,
CNN + MOMENT + RDST,one_component,current_cnn,scalar::d_var__endo_vendor_time_to_peak_norm_circular_std,cnn::scalar::d_var__endo_vendor_time_to_peak_norm_circular_std,0.00021595939963292565,0.002223942504327503,78,56,,,,
CNN + MOMENT + RDST,one_component,current_cnn,scalar::cur_var__endo_post_systolic_fraction,cnn::scalar::cur_var__endo_post_systolic_fraction,-0.00021595939963292565,-0.0006638490231782868,197,297,,,,
CNN + MOMENT + RDST,one_component,current_cnn,scalar::d_var__endo_post_systolic_fraction,cnn::scalar::d_var__endo_post_systolic_fraction,-0.00043191879926562926,-0.0007633365599681863,242,318,,,,
CNN + MOMENT + RDST,one_component,current_cnn,scalar::cur_var__endo_curve_dispersion_rms,cnn::scalar::cur_var__endo_curve_dispersion_rms,-0.00021595939963281463,-0.0005934479310704677,170,279,,,,
CNN + MOMENT + RDST,one_component,current_cnn,scalar::d_var__endo_curve_dispersion_rms,cnn::scalar::d_var__endo_curve_dispersion_rms,-0.00010797969981646283,-2.305555515275115e-05,154,202,,,,
CNN + MOMENT + RDST,one_component,current_cnn,scalar::cur_var__endo_curve_pairwise_rmse,cnn::scalar::cur_var__endo_curve_pairwise_rmse,-0.00032393909944927746,-0.0006582995627648081,216,294,,,,
CNN + MOMENT + RDST,one_component,current_cnn,scalar::d_var__endo_curve_pairwise_rmse,cnn::scalar::d_var__endo_curve_pairwise_rmse,-0.0001079796998163518,1.5294298822576824e-05,140,194,,,,
CNN + MOMENT + RDST,one_component,current_cnn,scalar::cur_var__endo_curve_integrated_robust_mad,cnn::scalar::cur_var__endo_curve_integrated_robust_mad,-0.0001079796998163518,-0.0011163669640616436,140,354,,,,
CNN + MOMENT + RDST,one_component,current_cnn,scalar::d_var__endo_curve_integrated_robust_mad,cnn::scalar::d_var__endo_curve_integrated_robust_mad,-0.00043191879926562926,-0.0001990146482858668,242,230,,,,
CNN + MOMENT + RDST,one_component,current_cnn,scalar::cur_var__endo_shape_dispersion_rms,cnn::scalar::cur_var__endo_shape_dispersion_rms,-0.0008638375985314806,-0.0010855750013767929,336,350,,,,
CNN + MOMENT + RDST,one_component,current_cnn,scalar::d_var__endo_shape_dispersion_rms,cnn::scalar::d_var__endo_shape_dispersion_rms,-0.00010797969981646283,-0.0004271904543118876,154,260,,,,
CNN + MOMENT + RDST,one_component,current_cnn,scalar::cur_var__endo_shape_pairwise_rmse,cnn::scalar::cur_var__endo_shape_pairwise_rmse,-0.00043191879926562926,0.0016349658016320268,242,80,,,,
CNN + MOMENT + RDST,one_component,current_cnn,scalar::d_var__endo_shape_pairwise_rmse,cnn::scalar::d_var__endo_shape_pairwise_rmse,0.00021595939963292565,0.0010945411518259451,78,106,,,,
CNN + MOMENT + RDST,one_component,current_cnn,scalar::cur_var__endo_shape_incoherence,cnn::scalar::cur_var__endo_shape_incoherence,-0.0004319187992657403,0.0005003857375563969,258,139,,,,
CNN + MOMENT + RDST,one_component,current_cnn,scalar::d_var__endo_shape_incoherence,cnn::scalar::d_var__endo_shape_incoherence,-0.0001079796998163518,-0.0004887196351071599,140,268,,,,
CNN + MOMENT + RDST,one_component,current_cnn,scalar::cur_var__endo_within_view_peak_robust_sd_mean,cnn::scalar::cur_var__endo_within_view_peak_robust_sd_mean,-0.00032393909944927746,0.0013360815190353037,216,92,,,,
CNN + MOMENT + RDST,one_component,current_cnn,scalar::d_var__endo_within_view_peak_robust_sd_mean,cnn::scalar::d_var__endo_within_view_peak_robust_sd_mean,-0.00043191879926562926,0.00023615979112240337,242,168,,,,
CNN + MOMENT + RDST,one_component,current_cnn,scalar::cur_var__endo_within_ring_peak_robust_sd_mean,cnn::scalar::cur_var__endo_within_ring_peak_robust_sd_mean,0.0010797969981642952,0.001830482830942226,42,73,,,,
CNN + MOMENT + RDST,one_component,current_cnn,scalar::d_var__endo_within_ring_peak_robust_sd_mean,cnn::scalar::d_var__endo_within_ring_peak_robust_sd_mean,-0.0001079796998163518,-0.00053905174801816,140,274,,,,
CNN + MOMENT + RDST,one_component,current_cnn,scalar::cur_var__endo_spatial_peak_graph_roughness,cnn::scalar::cur_var__endo_spatial_peak_graph_roughness,-0.0005398984990820921,-0.0007487555044176641,271,312,,,,
CNN + MOMENT + RDST,one_component,current_cnn,scalar::d_var__endo_spatial_peak_graph_roughness,cnn::scalar::d_var__endo_spatial_peak_graph_roughness,0.0,5.1010631816617025e-05,116,187,,,,
CNN + MOMENT + RDST,one_component,current_cnn,scalar::cur_var__endo_spatial_timing_graph_roughness,cnn::scalar::cur_var__endo_spatial_timing_graph_roughness,1.1102230246251565e-16,7.297346752088707e-05,114,185,,,,
CNN + MOMENT + RDST,one_component,current_cnn,scalar::d_var__endo_spatial_timing_graph_roughness,cnn::scalar::d_var__endo_spatial_timing_graph_roughness,0.00021595939963292565,0.0007844529423450819,78,120,,,,
CNN + MOMENT + RDST,one_component,current_cnn,scalar::cur_var__endo_impaired_segment_fraction_lt15,cnn::scalar::cur_var__endo_impaired_segment_fraction_lt15,0.00010797969981646283,0.0021685663333874117,98,59,,,,
CNN + MOMENT + RDST,one_component,current_cnn,scalar::d_var__endo_impaired_segment_fraction_lt15,cnn::scalar::d_var__endo_impaired_segment_fraction_lt15,0.00021595939963292565,0.001004556350957031,78,109,,,,
CNN + MOMENT + RDST,one_component,current_cnn,scalar::cur_var__endo_apical_basal_peak_gradient,cnn::scalar::cur_var__endo_apical_basal_peak_gradient,-0.00043191879926562926,-0.0009137259881670245,242,339,,,,
CNN + MOMENT + RDST,one_component,current_cnn,scalar::d_var__endo_apical_basal_peak_gradient,cnn::scalar::d_var__endo_apical_basal_peak_gradient,-0.0006478781988985549,-0.0009489811798613634,299,341,,,,
CNN + MOMENT + RDST,one_component,current_cnn,scalar::cur_var__mid_peak_abs_robust_sd,cnn::scalar::cur_var__mid_peak_abs_robust_sd,0.00021595939963292565,0.00040431756297265586,78,153,,,,
CNN + MOMENT + RDST,one_component,current_cnn,scalar::d_var__mid_peak_abs_robust_sd,cnn::scalar::d_var__mid_peak_abs_robust_sd,-0.00010797969981646283,-6.211932929706121e-05,154,209,,,,
CNN + MOMENT + RDST,one_component,current_cnn,scalar::cur_var__mid_peak_abs_cv,cnn::scalar::cur_var__mid_peak_abs_cv,-0.00021595939963281463,0.0002731883418303771,170,166,,,,
CNN + MOMENT + RDST,one_component,current_cnn,scalar::d_var__mid_peak_abs_cv,cnn::scalar::d_var__mid_peak_abs_cv,-0.0006478781988985549,-0.0007342762638692935,299,309,,,,
CNN + MOMENT + RDST,one_component,current_cnn,scalar::cur_var__mid_time_to_peak_norm_circular_std,cnn::scalar::cur_var__mid_time_to_peak_norm_circular_std,-0.00021595939963281463,-0.0006641279177707071,170,298,,,,
CNN + MOMENT + RDST,one_component,current_cnn,scalar::d_var__mid_time_to_peak_norm_circular_std,cnn::scalar::d_var__mid_time_to_peak_norm_circular_std,-0.0005398984990820921,0.0017412434874498062,271,76,,,,
CNN + MOMENT + RDST,one_component,current_cnn,scalar::cur_var__mid_vendor_peak_systolic_abs_robust_sd,cnn::scalar::cur_var__mid_vendor_peak_systolic_abs_robust_sd,0.0,6.89007906201633e-06,116,196,,,,
CNN + MOMENT + RDST,one_component,current_cnn,scalar::d_var__mid_vendor_peak_systolic_abs_robust_sd,cnn::scalar::d_var__mid_vendor_peak_systolic_abs_robust_sd,-0.00010797969981646283,0.0005175193532108713,154,137,,,,
CNN + MOMENT + RDST,one_component,current_cnn,scalar::cur_var__mid_vendor_time_to_peak_norm_circular_std,cnn::scalar::cur_var__mid_vendor_time_to_peak_norm_circular_std,-0.00043191879926562926,-0.0007387651454731636,242,310,,,,
CNN + MOMENT + RDST,one_component,current_cnn,scalar::d_var__mid_vendor_time_to_peak_norm_circular_std,cnn::scalar::d_var__mid_vendor_time_to_peak_norm_circular_std,0.0,0.001339400840263405,116,91,,,,
CNN + MOMENT + RDST,one_component,current_cnn,scalar::cur_var__mid_post_systolic_fraction,cnn::scalar::cur_var__mid_post_systolic_fraction,-0.0005398984990820921,-0.00027660297874160245,271,243,,,,
CNN + MOMENT + RDST,one_component,current_cnn,scalar::d_var__mid_post_systolic_fraction,cnn::scalar::d_var__mid_post_systolic_fraction,-0.00032393909944916643,-0.0006063723168027169,210,280,,,,
CNN + MOMENT + RDST,one_component,current_cnn,scalar::cur_var__mid_curve_dispersion_rms,cnn::scalar::cur_var__mid_curve_dispersion_rms,0.00021595939963292565,-4.162096022647388e-05,78,206,,,,
CNN + MOMENT + RDST,one_component,current_cnn,scalar::d_var__mid_curve_dispersion_rms,cnn::scalar::d_var__mid_curve_dispersion_rms,-0.00032393909944927746,-0.0008562340711151806,216,333,,,,
CNN + MOMENT + RDST,one_component,current_cnn,scalar::cur_var__mid_curve_pairwise_rmse,cnn::scalar::cur_var__mid_curve_pairwise_rmse,0.0,-0.000298836310395012,116,246,,,,
CNN + MOMENT + RDST,one_component,current_cnn,scalar::d_var__mid_curve_pairwise_rmse,cnn::scalar::d_var__mid_curve_pairwise_rmse,-0.00010797969981646283,3.4050526323714525e-05,154,190,,,,
CNN + MOMENT + RDST,one_component,current_cnn,scalar::cur_var__mid_curve_integrated_robust_mad,cnn::scalar::cur_var__mid_curve_integrated_robust_mad,0.0004319187992658513,0.0004918806096591566,62,142,,,,
CNN + MOMENT + RDST,one_component,current_cnn,scalar::d_var__mid_curve_integrated_robust_mad,cnn::scalar::d_var__mid_curve_integrated_robust_mad,0.0,0.0006943807026906779,116,126,,,,
CNN + MOMENT + RDST,one_component,current_cnn,scalar::cur_var__mid_shape_dispersion_rms,cnn::scalar::cur_var__mid_shape_dispersion_rms,-0.0006478781988985549,0.0001100180221850211,299,183,,,,
CNN + MOMENT + RDST,one_component,current_cnn,scalar::d_var__mid_shape_dispersion_rms,cnn::scalar::d_var__mid_shape_dispersion_rms,-0.0009718172983479434,-0.0007124459859871313,350,305,,,,
CNN + MOMENT + RDST,one_component,current_cnn,scalar::cur_var__mid_shape_pairwise_rmse,cnn::scalar::cur_var__mid_shape_pairwise_rmse,-0.0005398984990822031,-0.0007265966136373314,294,308,,,,
CNN + MOMENT + RDST,one_component,current_cnn,scalar::d_var__mid_shape_pairwise_rmse,cnn::scalar::d_var__mid_shape_pairwise_rmse,-0.00032393909944927746,0.0006116278756705396,216,132,,,,
CNN + MOMENT + RDST,one_component,current_cnn,scalar::cur_var__mid_shape_incoherence,cnn::scalar::cur_var__mid_shape_incoherence,-0.00043191879926562926,0.0004915671122008303,242,143,,,,
CNN + MOMENT + RDST,one_component,current_cnn,scalar::d_var__mid_shape_incoherence,cnn::scalar::d_var__mid_shape_incoherence,-0.00043191879926562926,-0.0007516004532617249,242,313,,,,
CNN + MOMENT + RDST,one_component,current_cnn,scalar::cur_var__mid_within_view_peak_robust_sd_mean,cnn::scalar::cur_var__mid_within_view_peak_robust_sd_mean,0.00010797969981646283,0.0003404487994310146,98,160,,,,
CNN + MOMENT + RDST,one_component,current_cnn,scalar::d_var__mid_within_view_peak_robust_sd_mean,cnn::scalar::d_var__mid_within_view_peak_robust_sd_mean,-0.00032393909944916643,-0.000701677303634074,210,303,,,,
CNN + MOMENT + RDST,one_component,current_cnn,scalar::cur_var__mid_within_ring_peak_robust_sd_mean,cnn::scalar::cur_var__mid_within_ring_peak_robust_sd_mean,0.0014037360976136837,0.0031794570205690986,32,35,,,,
CNN + MOMENT + RDST,one_component,current_cnn,scalar::d_var__mid_within_ring_peak_robust_sd_mean,cnn::scalar::d_var__mid_within_ring_peak_robust_sd_mean,-0.0001079796998163518,-3.956320825887483e-05,140,205,,,,
CNN + MOMENT + RDST,one_component,current_cnn,scalar::cur_var__mid_spatial_peak_graph_roughness,cnn::scalar::cur_var__mid_spatial_peak_graph_roughness,-0.0005398984990820921,0.0012329461582121226,271,98,,,,
CNN + MOMENT + RDST,one_component,current_cnn,scalar::d_var__mid_spatial_peak_graph_roughness,cnn::scalar::d_var__mid_spatial_peak_graph_roughness,-0.0005398984990820921,0.0014487576234755162,271,87,,,,
CNN + MOMENT + RDST,one_component,current_cnn,scalar::cur_var__mid_spatial_timing_graph_roughness,cnn::scalar::cur_var__mid_spatial_timing_graph_roughness,-0.0006478781988985549,0.00022959832098251587,299,170,,,,
CNN + MOMENT + RDST,one_component,current_cnn,scalar::d_var__mid_spatial_timing_graph_roughness,cnn::scalar::d_var__mid_spatial_timing_graph_roughness,-0.00021595939963281463,0.0025141577954914673,170,46,,,,
CNN + MOMENT + RDST,one_component,current_cnn,scalar::cur_var__mid_impaired_segment_fraction_lt15,cnn::scalar::cur_var__mid_impaired_segment_fraction_lt15,0.00021595939963292565,0.00048378812436339347,78,144,,,,
CNN + MOMENT + RDST,one_component,current_cnn,scalar::d_var__mid_impaired_segment_fraction_lt15,cnn::scalar::d_var__mid_impaired_segment_fraction_lt15,-0.0012957563977971098,-0.0008082547481625957,374,326,,,,
CNN + MOMENT + RDST,one_component,current_cnn,scalar::cur_var__mid_apical_basal_peak_gradient,cnn::scalar::cur_var__mid_apical_basal_peak_gradient,-0.0001079796998163518,-0.00014729130541291102,140,225,,,,
CNN + MOMENT + RDST,one_component,current_cnn,scalar::d_var__mid_apical_basal_peak_gradient,cnn::scalar::d_var__mid_apical_basal_peak_gradient,-0.0001079796998163518,-0.00040885282435282333,140,258,,,,
CNN + MOMENT + RDST,one_component,moment_small_frozen_curves_scalars,curve_all,moment::curve_all,0.018356548968793907,0.04038698457240192,4,2,-0.011603958762459492,0.04795017230055855,-0.010819129946829861,0.10564318728499661
CNN + MOMENT + RDST,one_component,moment_small_frozen_curves_scalars,scalar_all,moment::scalar_all,0.0033473706943094594,0.004967402742989568,19,18,-0.02262577042092086,0.028634703291144942,-0.04169996702210819,0.04711177716898589
CNN + MOMENT + RDST,one_component,moment_small_frozen_curves_scalars,curve_channel::current_endo,moment::curve_channel::current_endo,0.0075585789871505105,0.020516451468542862,7,6,-0.008225199304887775,0.024348754858356383,-0.012732850129454562,0.07330566838318996
CNN + MOMENT + RDST,one_component,moment_small_frozen_curves_scalars,curve_channel::current_mid,moment::curve_channel::current_mid,0.0,0.009989097655047685,116,10,-0.014496425773599749,0.014556818181818152,-0.0188419380507572,0.05964211405964076
CNN + MOMENT + RDST,one_component,moment_small_frozen_curves_scalars,curve_channel::current_endo_minus_mid,moment::curve_channel::current_endo_minus_mid,0.003995248893208125,-0.008256885990903018,17,417,-0.01657341938862898,0.026559333115397096,-0.032993168411688784,0.027901807825645258
CNN + MOMENT + RDST,one_component,moment_small_frozen_curves_scalars,curve_channel::change_endo,moment::curve_channel::change_endo,0.005291005291005235,-0.0018458484368087946,11,371,-0.02409369725059369,0.03592216451077133,-0.046506748608694935,0.0673372875727247
CNN + MOMENT + RDST,one_component,moment_small_frozen_curves_scalars,curve_channel::change_mid,moment::curve_channel::change_mid,-0.0017276751970628501,0.0007738577008430947,403,121,,,,
CNN + MOMENT + RDST,one_component,moment_small_frozen_curves_scalars,curve_channel::change_endo_minus_mid,moment::curve_channel::change_endo_minus_mid,0.020300183565489682,0.03538712120681692,3,3,-0.02065141935217532,0.05839241771987118,-0.01291563349917607,0.0958161039081728
CNN + MOMENT + RDST,one_component,moment_small_frozen_curves_scalars,embedding_pool::segment_mean,moment::embedding_pool::segment_mean,-0.005830903790087438,-0.0005409531464338202,436,275,,,,
CNN + MOMENT + RDST,one_component,moment_small_frozen_curves_scalars,embedding_pool::segment_std,moment::embedding_pool::segment_std,-0.0028074721952272563,-0.0035425983425915186,428,384,,,,
CNN + MOMENT + RDST,one_component,moment_small_frozen_curves_scalars,embedding_pool::segment_max,moment::embedding_pool::segment_max,0.038548752834467126,0.058418157079337174,1,1,-0.0003532606317337754,0.07386428152411462,0.011453691867403694,0.12402985808802125
CNN + MOMENT + RDST,one_component,moment_small_frozen_curves_scalars,scalar::history_visits,moment::scalar::history_visits,-0.0008638375985314806,-0.0002743259394926145,336,242,,,,
CNN + MOMENT + RDST,one_component,moment_small_frozen_curves_scalars,scalar::days_since_first,moment::scalar::days_since_first,-0.001835654896879424,-0.0007605045482567685,409,317,,,,
CNN + MOMENT + RDST,one_component,moment_small_frozen_curves_scalars,scalar::days_since_previous,moment::scalar::days_since_previous,-0.0032393909944929966,-0.0007540761356853443,430,316,,,,
